,Unnamed: 0,vender,url,product,description,image,price,live,quantity,prices
215,139,DangKeebs,https://dangkeebs.com/collections/switches/products/kbdfans-x-mito-x-gateron-laser-70g,KBDFans x MITO x Gateron Laser – 70g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel 70g bottom-out 5 pin ,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0972_1200x1200.jpg?v=1621475622,$6.50,False,Quantity 1 = 10 switches.,
216,140,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-red,Gateron Red,"Gateron Reds are excellent linear switches. They feature all of the community acclaimed properties of Gateron Yellows with a slightly lighter spring weight. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm tra",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8252_1200x1200.jpg?v=1602996019,$2.40,False,Quantity 1 = 10 switches.,
217,141,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-linear-65g,Durock Linear - 65g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 65g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0351_1200x1200.jpg?v=1614998789,$5.50,False,Quantity 1 = 10 switches.,
218,142,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-ginger-milk,Jwick Ginger Milk,"Jwick Ginger Milks are inspired by the gentle colors of ginger milk. They utilize new molds to minimize housing and stem wobble, and a dustproof stem to extend longevity.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Sp",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2538_1200x1200.jpg?v=1662861649,$5.50,False,Quantity 1 = 10 switches.,
219,144,DangKeebs,https://dangkeebs.com/collections/switches/products/blue-sky-linear,Blue Sky - Linear,"Blue Sky Switches feature a HPE housing, and POM stem. HPE is an updated UHMWPE blend designed to reduce the malleability of pure UHMWPE. This ensures the switches can withstand the wears of normal use while retaining other benefits of UHMWPE such as lower coefficient of friction (when compared to POM), self lubricatio",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/BlueSkyLinear_1200x1200.jpg?v=1666162444,$6.80,False,Quantity 1 = 10 switches.,
220,146,DangKeebs,https://dangkeebs.com/collections/switches/products/safety,Safety,"Safety switches offer stems utilizing Tecsee's proprietary UHMWPE blend. The updated blend takes advantage of UHMWPE's lower coefficient of friction, self-lubrication, and resistance to abrasion while maintaining sufficient rigidity to prevent warpage with use. The unique properties of this blend allows for a smooth ty",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1736_1200x1200.jpg?v=1653439367,$5.40,False,Quantity 1 = 10 switches.,
221,147,DangKeebs,https://dangkeebs.com/collections/switches/products/novelkeys-x-kailh-box-cream,Novelkeys x Kailh Box Cream,"Novelkeys x Kailh Box Creams are a new linear switch created in the likeness of cream switches, but features the unique BOX housing.Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 2mm actuation / 4.0mm travel 45g actuation / 55g bottom out Cream housing 5 pin ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0895-2_1200x1200.jpg?v=1619243986,$7.00,False,Quantity 1 = 10 switches.,
222,150,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-oil-king,Gateron Oil King,"Gateron Oil Kings feature a Nylon PA66 top housing, ink blend bottom housing, and coated 20mm spring. They also utilize Gateron's improved lubing method seen in Gateron's Pro Line of switches.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Housing: Nylon PA66 Bottom Housing: ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1314-2_1200x1200.jpg?v=1643842106,$6.50,False,Quantity 1 = 10 switches.,
223,0,The Key Company,https://thekey.company/collections/in-stock/products/copy-of-akko-cs-lavender-purple-lubed,Lavender Purple Switches (Lubed),Lavender Purple is a tactile switch that is part of the Akko CS series. The Lavender Purple are hand lubed switches using Krytox GPL105 and Krytox GPL-205 G0.  Type: Tactile Operating Force: 36gf ± 5gf Pre-Travel: 1.9 ± 0.3mm Total Travel: 4.0 - 0.5mm Tactile Position: 0.5 ± 0.3mm Tactile Force: 50gf ± 5gf About the Sw,http://cdn.shopify.com/s/files/1/1679/2319/products/akkoswitches-14_1200x1200.jpg?v=1674841150,$16.99,True,Sold in units of 45,
224,1,The Key Company,https://thekey.company/collections/in-stock/products/akko-cs-wine-white-lubed,Wine White Switches (Lubed),Wine White is a tactile switch that is part of the Akko CS series. The Wine Wine are hand lubed switches using Krytox GPL105 and Krytox GPL-205 G0.  Type: Tactile Operating Force: 36gf ± 5gf Pre-Travel: 2.0 ± 0.3mm Total Travel: 4.0 - 0.5mm Tactile Position: 0.5 ± 0.3mm Tactile Force: 55gf ± 5gf About the Switches Tact,http://cdn.shopify.com/s/files/1/1679/2319/products/akkoswitches-16_1200x1200.jpg?v=1674841878,$16.99,True,Sold in units of 45,
225,2,The Key Company,https://thekey.company/collections/in-stock/products/c3-equalz-x-tkc-kiwi-switches,Kiwi Switches,Kiwi Switches are a tactile switch with a 67g spring and T1 stem. About Kiwi Switches 67g Tactile with a T1 stem Lightly factory lubed Translucent bright green housing with N9 Grey stem Same housing material as Tangies Proprietary C³Equalz top housing design Gold-plated internals Packaged in plastic containers with a s,http://cdn.shopify.com/s/files/1/1679/2319/products/Kiwi-1_1200x1200.jpg?v=1666967128,$16.25,True,Kiwi 25 Switches,
226,3,The Key Company,https://thekey.company/collections/in-stock/products/sp-star-switch,Magic Girl Switches,"New to the galaxy. These SP-Star switches are a tactile switch, made in custom colorways to match Magic Girl keycaps. About SP-Star Magic Girl Switches Tactile, MX-style switch. Tactile switches have a ""bump"" feeling when you press down on them. Spring Weight: 67g for both colors. Materials: Nylon housing, POM stem, an",http://cdn.shopify.com/s/files/1/1679/2319/products/DSC01576_copy_1200x1200.jpg?v=1627073294,$27.50,True,Magic Girl Classic50 Switches,
227,4,The Key Company,https://thekey.company/collections/in-stock/products/akko-cs-snow-blue-gray-switches,Snow Blue Gray Switches,Akko’s first 5-pin linear switches with POM/PC/PA structure; and are part of the CS series. They have an 18mm extension spring; fortified PA bottom case; and are not lubed. Collaborated with Bilibili influencer XCJZ; Type: Linear Pre-Travel: 1.9 ± 0.3mm Total Travel: 4.0 - 0.5mm End Force: 50gf ± 5gf Operating Force: 4,http://cdn.shopify.com/s/files/1/1679/2319/products/akkoswitches-18_1200x1200.jpg?v=1677173012,$16.99,True,Sold in units of 45,
228,5,The Key Company,https://thekey.company/collections/in-stock/products/copy-of-akko-cs-matcha-green-lubed,Wine Red Switches (Lubed),Wine Red is a linear switch that is part of the Akko CS series. The Wine Red are hand lubed switches using Krytox GPL105 and Krytox GPL-205 G0.   Type: Linear Pre-Travel: 1.9 ± 0.3mm Total Travel: 4.0 - 0.5mm End Force: 43gf ± 5gf About the Switches Linear switch. These have a smooth keypress with no tactile bump. Mate,http://cdn.shopify.com/s/files/1/1679/2319/products/akkoswitches-11_1200x1200.jpg?v=1674841593,$16.99,True,Sold in units of 45,
229,6,The Key Company,https://thekey.company/collections/in-stock/products/c3-equalz-x-tkc-dragon-fruit-switches,Dragon Fruit Switches,"Dragon Fruit switches are a tactile switch with a 63.5g spring, featuring a translucent pink housing and snow white stem. Limited to a maximum of 2 of any Dragon Fruit Product Sold in units of 25,50,75 and 100 switches. Limit of 2 units per order. Tactile switch – pressing a DF switch has a 'bump' feeling. The bump is ",http://cdn.shopify.com/s/files/1/1679/2319/products/Dragonfruit-1_1200x1200.jpg?v=1666966886,$16.25,True,25 Switches,
230,7,The Key Company,https://thekey.company/collections/in-stock/products/akko-v3-cream-blue-switches,Cream Blue Switches,Cream Blue is a tactile switch that is part of the Akko v3 Generation series. They have a long pole compared to other Akko tactile switches to provide a solid and faster bottom-out feeling. The v3 Cream Blue's are not lubed.  Type: Tactile Pre-Travel: 2.0 ± 0.3mm Total Travel: 3.5 ± 0.3mm Operating Force: 38gf ± 5gf Ta,http://cdn.shopify.com/s/files/1/1679/2319/products/akkoswitches-10_1200x1200.jpg?v=1674842084,$8.99,True,Sold in units of 45,
231,8,The Key Company,https://thekey.company/collections/in-stock/products/tkc-blackberry-switches-2022,Blackberry Switches 2022,"TKC's back with a snappy new entry to our Fruit Switch line. Our Blackberry switches have a clicky tactile POM stem, a 68g spring and 72g actuation force, and a UHMWPE housing. Sold in units of 10, 70, 90 and 110 switches. Please note 10 unit switches are not offered in plastic cases and are sold in bags. About the Swi",http://cdn.shopify.com/s/files/1/1679/2319/products/BlackberrySwitches-3_1200x1200.jpg?v=1662561286,$49.99,True,70 Switches,
232,9,The Key Company,https://thekey.company/collections/in-stock/products/akko-cs-jelly-black-lubed,Jelly Black Switches (Lubed),"Jelly Black is a linear switch that is part of the Akko CS series. Comparing with the classic CS switches, the new CS switches are equipped with dustproof stem for enhanced stability. The Jelly Black are hand lubed switches using Krytox GPL105 and Krytox GPL-205 G0.  Type: Linear Pre-Travel: 1.9 ± 0.3mm Total Travel: 4",http://cdn.shopify.com/s/files/1/1679/2319/products/akkoswitches-9_1200x1200.jpg?v=1674840781,$16.99,True,Sold in units of 45,
233,10,The Key Company,https://thekey.company/collections/in-stock/products/cherry-mx-switches,Cherry MX Switches,"CHERRY MX is the world leader in keyswitch technology, and their CHERRY MX switches are industry titans.  Features: In-stock and ready to ship Developed and manufactured in Germany For the best most up-to-date information on CHERRY MX Switches please refer to their website found here! Data Sheets available for download",http://cdn.shopify.com/s/files/1/1679/2319/products/DSC00781_1200x1200.jpg?v=1635433785,$12.50,True,Red Hyperglide25,
234,11,The Key Company,https://thekey.company/collections/in-stock/products/akko-cs-jelly-white-lubed,Jelly White Switches (Lubed),"Jelly White is a linear switch that is part of the Akko CS series. Comparing with the classic CS switches, the new CS switches are equipped with dustproof stem for enhanced stability. The Jelly White are hand lubed switches using Krytox GPL105 and Krytox GPL-205 G0.  Type: Linear Pre-Travel: 1.9 ± 0.3mm Total Travel: 4",http://cdn.shopify.com/s/files/1/1679/2319/products/akkoswitches-13_1200x1200.jpg?v=1674840959,$16.99,True,Sold in units of 45,
235,12,The Key Company,https://thekey.company/collections/in-stock/products/akko-cs-matcha-green-lubed,Matcha Green Switches (Lubed),Matcha Green is a linear switch that is part of the Akko CS series. The Green Matcha are hand lubed switches using Krytox GPL105 and Krytox GPL-205 G0.  Type: Linear Pre-Travel: 1.9 ± 0.3mm Total Travel: 4.0 - 0.3mm End Force: 50gf ± 5gf About the Switches Linear switch. These have a smooth keypress with no tactile bum,http://cdn.shopify.com/s/files/1/1679/2319/products/akkoswitches-12_1200x1200.jpg?v=1674841354,$16.99,True,Sold in units of 45,
236,14,The Key Company,https://thekey.company/collections/in-stock/products/tangerine-switches,Tangerine Switches 2022,"The smoothest linear in the game, here's our Tangerine switches with a linear POM stem, a 67g spring (Dark variant) or 62g spring (Light variant), and a UHMWPE housing. Sold in units of 10, 70, 90 and 110 switches. Please note 10 unit switches are not offered in plastic cases and are sold in bags.  About the Switches L",http://cdn.shopify.com/s/files/1/1679/2319/products/ProdPhoto-3_1200x1200.jpg?v=1656007595,$49.99,True,Dark (67g spring)70 Switches,
237,15,The Key Company,https://thekey.company/collections/in-stock/products/sp-star-marble-soda-switches,Marble Soda Switches,"Introducing the Marble Soda Series Switches. These SP-Star switches are a linear switch, made in custom colorways to match our favorite carbonated beverage to pop open after an arduous journey, exploring the outer reaches. The Key Dot Co. is proud to continue our partnership with SP Star.  In our months of collaboratio",http://cdn.shopify.com/s/files/1/1679/2319/products/CaptSterMarbleSodaSwitches_1200x1200.jpg?v=1646790328,$16.25,True,Original (OG)25 switches,
238,0,Kono,https://kono.store/collections/switches/products/kailh-pro-switches,Kailh Pro Switches,"Kailh Pro switches feature a cushioned stroke, springy return, and earlier activation than most industry standard switches. They’re also a little bit heavier than Cherry equivalents that effectively force keystroke bottom out. That makes Pro switches a compelling choice for gamers and typists who want a responsive, but",https://cdn.shopify.com/s/files/1/1994/3097/products/Pro_Burgundy_Switches_-_OS_1200x800.jpg?v=1580419478,$2.80,True,10 switches,
239,1,Kono,https://kono.store/collections/switches/products/kono-midnight-switches,Kono Midnight Switches,"The first custom Kono switch! The Kono Midnight Switch is a meticulously crafted non-clicky tactile switch with a satisfying and distinct tactility. This silky tactile switch is for speed typists and gamers alike, with a clean bottom-out that doesn't impede actuation. 69g gold plated springs are complimented by a custo",https://cdn.shopify.com/s/files/1/1994/3097/products/MidnightSwitches_Single_001_1200x1200.jpg?v=1624575815,$8.49,True,10 switches,
240,2,Kono,https://kono.store/collections/switches/products/outva-yin-yang-switches-10-ct,OUTVA Yin & Yang Switches (10 ct.),"Note: This was a group buy that launched January 17 and ended February 20. Estimated delivery date to customers is Q2 2023.  Yin (black) is a tactile mechanical keyboard switch that represents shadow, water, and weightiness. Fittingly, it has a heavy operating force of 65±10gf, making it ideal for gamers or heavy typis",https://cdn.shopify.com/s/files/1/1994/3097/products/3_f4e157a4-87d3-443b-abdb-da0a71_1200x1200.png?v=1673988361,$4.99,False,10-switches,
241,3,Kono,https://kono.store/collections/switches/products/kono-sunset-switches,Kono Sunset Switches,The linear Kono Sunset Switch expands upon our new collection of carefully designed Kono switches! This satisfyingly smooth linear switch with a medium weight spring is perfect for a soft and unimpeded typing experience. The Sunset Switches include our custom 63.5g gold plated spring with a beautiful sunset colorway. W,https://cdn.shopify.com/s/files/1/1994/3097/products/SunsetSwitch_Single_002V2_1200x900.png?v=1638998565,$8.49,True,10 switches,
242,4,Kono,https://kono.store/collections/switches/products/kailh-silent-switches,Kailh Silent Switches,"Kailh Silent switches offer gentle bottom-out and quiet operation due to an internal shock absorbing system, which reduces keystroke impacts. silent box switches, but round New stems and tooling turned the BOX switch series round; Kailh's BOX naming scheme refers to the internal contact assembly and not stem shape. The",https://cdn.shopify.com/s/files/1/1994/3097/products/CPG1511F01S37_1200x1200.jpg?v=1620766576,$5.99,True,10 switches,
243,5,Kono,https://kono.store/collections/switches/products/novelkeys-box-switches,NovelKeys BOX Thick Clicks,"NovelKeys BOX Thick Click Switches use revolutionary design elements, like the Kaihua click bar and BOX switch architecture, to provide an excellent typing experience. The click bar-equipped models are commonly praised for their tactility, minimal stem wobble, and smoothness. BOX switches also have a number of advantag",https://cdn.shopify.com/s/files/1/1994/3097/products/nk-jade-new-housing-min_1200x1200.jpg?v=1625168483,$3.49,True,,
244,6,Kono,https://kono.store/collections/switches/products/kailh-mouse-micro-switches,Kailh Mouse Switches – GM 4.0 Red & GM 8.0 Black,"Join the growing mouse modification community and replace your mouse's stock switches. The GM 4.0 Red switches are tactile and snappy with a mid-range operating force. The GM 8.0 Black switches are similarly tactile and snappy but lighter in actuation and feel. Rated between 60 and 80 million clicks, both models will l",https://cdn.shopify.com/s/files/1/1994/3097/products/Kailh-Mouse-Switches-RED-1_1200x800.jpg?v=1648247967,$6.99,True, 4-switches,
245,7,Kono,https://kono.store/collections/switches/products/kailh-box-brown-mechanical-switches-10-count,Kailh BOX Brown Switch (10 ct.),"Box Brown switches provide sharply tactile, light key travel with numerous advantages from Kaihua's Box switch architecture. Precision molds and tooling result in an increased lifespan — Box switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble.",https://cdn.shopify.com/s/files/1/1994/3097/products/box_brown_close_91ac69e2-0abc-4ddb-911c-6f8d789727f8_1200x802.jpg?v=1562972656,$3.00,True,10 switches,
246,8,Kono,https://kono.store/collections/switches/products/kailh-mx-switches,Kailh Switches,Kailh switches offer a solid path into the mechanical keyboard world with clean actuation and high durability. specifications Kailh Blue – Clicky:50 cN Activation force | 1.9mm Pretravel | 4.0mm total travel Kailh Brown – Tactile:50 cN Activation force | 1.9mm Pretravel | 4.0mm total travel Kailh Black – Linear:60 cN A,https://cdn.shopify.com/s/files/1/1994/3097/products/kailh_blue_1200x1200.jpg?v=1630435974,$2.80,True,10 switches,
247,9,Kono,https://kono.store/collections/switches/products/kailh-polia-switch-10-ct,Kailh Polia Switch (10 ct.),"Polia switches are an incredibly chunky tactile switch with a long and distinct bump. They are a medium weight switch that's a perfect middle ground for having a crisp press but not tiring out your fingers during long sessions. These have been compared to Holy Panda switches, meaning the tactility is strong and perfect",https://cdn.shopify.com/s/files/1/1994/3097/products/KailhPoliaRender_1200x1200.png?v=1654282573,$5.99,True,10 switches,
248,10,Kono,https://kono.store/collections/switches/products/kailh-box-sky-blue-switch-10-ct,Kailh BOX Sky Blue Switch (10 ct.),"Box Red linear switches provide smooth, light weight key travel with numerous advantages from Kaihua's Box switch architecture. Precision molds and tooling result in an increased lifespan — Box switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble.",https://cdn.shopify.com/s/files/1/1994/3097/products/CPG1511F01S47-SkyBlue_1200x1200.jpg?v=1625168030,$3.99,True,10 switches,
249,11,Kono,https://kono.store/collections/switches/products/kailh-speed-switches,Kailh Speed Switches,"Kailh Speed switches respond fast. They offer a higher activation point than normal switches, reducing the press-distance and time required for inputs. Frankly, it can feel like they're reading your mind. That sensitivity makes Speed switches ideal for gamers and skilled typists. View Switch Collection  specifications ",https://cdn.shopify.com/s/files/1/1994/3097/products/Copper_Switches_-_OS_1200x800.jpg?v=1633636436,$2.80,True,10 switches,
250,12,Kono,https://kono.store/collections/switches/products/kailh-box-jellyfish-switch-10-ct,Kailh BOX Jellyfish Switch,"The Kailh BOX Jellyfish Switch is built with wear-resistant nylon, independent housing chambers, and IPX5 splash and dust resistance. It has been designed to be one of the strongest and longest-lasting keyboard switches available. The BOX Jellyfish Switch come in linear and clicky varieties. These switches have an aver",https://cdn.shopify.com/s/files/1/1994/3097/products/CPG1511F01S70-1_1200x1200.jpg?v=1653073108,$7.50,True,10 switches,
251,13,Kono,https://kono.store/collections/switches/products/kailh-box-quicksand-gold-switch-10-ct,Kailh BOX Quicksand Gold Switch (10 ct.),"Box Red linear switches provide smooth, light weight key travel with numerous advantages from Kaihua's Box switch architecture. Precision molds and tooling result in an increased lifespan — Box switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble.",https://cdn.shopify.com/s/files/1/1994/3097/products/CPG1511F01S49-QuicksandGold_1200x1200.jpg?v=1622226050,$3.99,True,10 switches,
252,14,Kono,https://kono.store/collections/switches/products/momoka-frog-switches,Momoka FROG Switches,The FROG Keyswitch is a 56g operating force linear switch designed and manufactured by MOMOKA. High Quality Materials The use of American-sourced Dupont Material means these switches are manufactured with the highest quality. Tolerance between the Upper Housing and the Stem is accurately controlled to enhance the overa,https://cdn.shopify.com/s/files/1/1994/3097/products/image5_1200x900.png?v=1625253317,$5.50,True,10 switches,
253,15,Kono,https://kono.store/collections/switches/products/kailh-box-red-mechanical-switch-10-ct,Kailh BOX Red Switch (10 ct.),"Box Red linear switches provide smooth, light weight key travel with numerous advantages from Kaihua's Box switch architecture. Precision molds and tooling result in an increased lifespan — Box switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble.",https://cdn.shopify.com/s/files/1/1994/3097/products/box_red_close_a1279e89-49fa-43ff-a8e6-0eb073042a09_1200x802.jpg?v=1581040662,$3.00,True,10 switches,
254,16,Kono,https://kono.store/collections/switches/products/hako-violet-mechanical-switches,Hako Violet Mechanical Switches (Pre-retooling),"The Hako Violet switch is our lightest variant. Hako switches have a smooth tactile profile that encourages touch typing, yet a light enough weight to avoid fatigue while gaming.",https://cdn.shopify.com/s/files/1/1994/3097/products/Hako-Violet-Product_1200x800.png?v=1520363689,$17.99,True,20 switches,
255,17,Kono,https://kono.store/collections/switches/products/ttc-switches,TTC Switches,"These switches by TTC are excellent all-rounders for typing and gaming. With an activation force between 42 and 45g, they’re lightweight enough for marathon writing sessions yet not so sensitive that they’ll activate on minor accidental keystrokes.  Each switch uses a POM stem that delivers smooth and scratchless keyst",https://cdn.shopify.com/s/files/1/1994/3097/products/TTC-Switches_1200x800.jpg?v=1644969523,$6.99,True,10-switches,
256,18,Kono,https://kono.store/collections/switches/products/kailh-hush-silent-box-switch,Kailh HUSH Switch (10 ct.),"The Kailh HUSH switch is a nearly silent linear switch designed for the optimal typing experience. A rubber pad is placed below the stem, at the bottom of the housing, which absorbs vibrations for the quietest possible bottom-out.",https://cdn.shopify.com/s/files/1/1994/3097/products/Hush_Single_c1v01_1200x800.jpg?v=1646335945,$6.99,True,10-switches,
257,19,Kono,https://kono.store/collections/switches/products/gopolar-azure-dragon-switches-v2-10-ct,Gopolar Azure Dragon Switches V2 (10 ct.),"With a 63g activation force and a 67g bottom out force, Gopolar Azure Dragon V2 Switches offer a medium-strong typing experience that's ideal for heavy-handed typists and gamers who often find themselves making accidental keystrokes.  The V2 has been upgraded in multiple ways. The upper cover mold has been modified to ",https://cdn.shopify.com/s/files/1/1994/3097/products/WeChatImage_20221102142623_1200x801.png?v=1667424436,$6.99,True,2 Switches,
258,20,Kono,https://kono.store/collections/switches/products/kailh-box-black-10-ct,Kailh BOX Black Switch (10 ct.),"BOX Black linear switches provide smooth, medium weight key travel with numerous advantages from Kaihua's BOX switch architecture. View Switch Collection  Precision molds and tooling result in an increased lifespan — BOX switches last 25% longer than regular MX variants during stress testing. The square stems also virt",https://cdn.shopify.com/s/files/1/1994/3097/products/box_black_close_1200x802.jpg?v=1581039752,$3.00,True,10 switches,
259,21,Kono,https://kono.store/collections/switches/products/ev-00-linear-switches,EV-00 Linear Switches,"The EV line of switches return with a collaboration between Bespokekeys, ThicThock, and JWK. The EV-00 switches are a smooth medium-heavy linear with a custom designed progressive spring. With a POM stem, nylon housing, and the highest quality molds, these switches are made of friction-reducing materials to allow for a",https://cdn.shopify.com/s/files/1/1994/3097/products/art_stuff.185_1024x1024_0aa5a5a9-e7a3-402e-9f95-ca19dfca27b2_1200x1200.png?v=1674691939,$6.49,True,00 switches,
260,22,Kono,https://kono.store/collections/switches/products/kono-sunrise-switches,Kono Sunrise Switches,"The tactile Kono Sunrise Switch expands upon our new collection of carefully designed Kono switches! With a soft tactile bump and a medium weight spring, this switch is ideal for a classic and quiet typing experience. The Sunrise Switch includes our custom 63.5g gold plated spring with a beautiful sunrise colorway. Wit",https://cdn.shopify.com/s/files/1/1994/3097/products/SunriseSwitch_Single_002V4_1200x900.png?v=1639004689,$8.49,True,10 switches,
261,23,Kono,https://kono.store/collections/switches/products/ev-01-linear-switches,EV-01 Linear Switches,"Check out the matching EV-02 switch! In conjunction with your fingertips, EV-01 switches are a biomechanical marvel of smoothness. Each tiny homage to mecha anime is classic in its own right — yet they combine to create something greater. This marks our first foray into bespoke linear switches; after Troubled Minds the",https://cdn.shopify.com/s/files/1/1994/3097/products/ScatteredArray_PurpleBackdrop_1200x1200.jpg?v=1608062841,$7.99,True,01 switches,
262,24,Kono,https://kono.store/collections/switches/products/gateron-switches,Gateron Switches, Choose from a wide selection of Gateron switches! specifications Gateron Black Switch – Linear:60g Activation force | 2mm Pretravel | 4mm total travel Gateron Red Switch – Linear:45g Activation force | 2mm Pretravel | 4mm total travel Gateron Blue Switch – Clicky:55g Activation force | 2mm Pretravel | 4mm total travel,https://cdn.shopify.com/s/files/1/1994/3097/products/gateronswitchesensemble_1200x800.png?v=1628730798,$2.70,True,10 switches,
263,25,Kono,https://kono.store/collections/switches/products/keyfirst-bling-switches,Keyfirst Bling Switches,"Keyfirst Bling Switches maintain an excellent feel with high quality materials. Expect smooth actuation and travel, due to it's high accuracy molds and tight consistencies. Available in numerous spring weights to match your preferences, these linear switches are the perfect companion to your favorite board! specificati",https://cdn.shopify.com/s/files/1/1994/3097/products/IMG_0623_1200x987.jpg?v=1636071049,$5.50,True,10 switches,
264,26,Kono,https://kono.store/collections/switches/products/hako-violet-switches-10-ct,Hako Violet Switches (10 ct.),"Hako Violet switches, designed by Input Club, use lighter springs based on feedback from the keyboard community. Lower resistance combines with elements from MX Clear and Topre force curves to create an amazing multipurpose switch — one that performs equally well for gamers and typists. Kaihua's precision molds and mat",https://cdn.shopify.com/s/files/1/1994/3097/products/Hako-Violet-Product_grande_c08e62e2-a923-4f8d-b8b5-05a01d22ab52_1200x800.png?v=1562259145,$4.99,True,10 switches,
265,27,Kono,https://kono.store/collections/switches/products/hako-true-switches-10-ct,Hako True Switches (10 ct.),"Hako True switches, invented by Input Club, have a unique force curve and a pink salt-colored slider. Elements from Cherry MX Clear and Topre are combined with a heavy spring for improved typing dynamics. Precision molds and tooling from Kaihua made the switches last 25% longer than regular MX variants during stress te",https://cdn.shopify.com/s/files/1/1994/3097/products/HAKO_TRUE_SWITCH_1_1200x800.jpg?v=1567030517,$4.99,True,,
266,28,Kono,https://kono.store/collections/switches/products/cherry-mx-rgb-switches,Cherry MX RGB Switches,"Cherry MX switches offer a standard path into the mechanical keyboard world. They're well known, reasonably durable, and German-engineered. Other objectively competitive switches are available on Kono Store, but sometimes a classic option is welcome. specifications Cherry MX RGB Blue – Clicky:60 cN Activation force | 2",https://cdn.shopify.com/s/files/1/1994/3097/products/CherryMXBlueRGB_1200x800.jpg?v=1621463755,$8.99,True,10 switches,
267,29,Kono,https://kono.store/collections/switches/products/kono-box-switch-tester,Kono BOX Switch Tester,Don't know what switch to pick? Test a handful of our most popular BOX switches from Kailh with this switch tester! BOX switches have a specially designed stem to reduce switch wobble and provide a smooth typing experience. Includes a durable acrylic base and clear keycaps to help indicate the switch color beneath! Swi,https://cdn.shopify.com/s/files/1/1994/3097/products/SWITCHTESTER1_1200x802.jpg?v=1620765958,$9.99,True,  Switches,
268,30,Kono,https://kono.store/collections/all-products-list,Products List,"A list of all the products available at Kono Store. Choose from mechanical keyboards, apparel, custom keycap sets or mechanical switches!",https://cdn.shopify.com/s/files/1/1994/3097/files/Kono_Logo_Transparent_Product_smallest_200x80_9325dd60-5dad-4b53-9b3a-bc7c556eddc4_1204x630.png?v=1632326595,$19.99,True,,
269,31,Kono,https://kono.store/collections/switches/products/novelkeys-royal-switches,NovelKeys Box Royal Mechanical Switches (36 Count) (Pre-retooling),"NovelKeys Box Royal (Purple) switches use a thicker tactile leaf to provide intensely tactile, medium resistance key travel. They incorporate numerous advantages from Kaihua's Box switch architecture.",https://cdn.shopify.com/s/files/1/1994/3097/products/Royal_Purple_Close_1200x800.jpg?v=1539901597,$14.99,True,36 switches,
270,32,Kono,https://kono.store/collections/switches/products/kailh-box-rose-red-switch-10-ct,Kailh BOX Rose Red Switch (10 ct.),﻿This new series of Kailh switches has been designed for an increased 100 million keypress lifespan! The Kailh BOX Rose switch is a buttery smooth linear and its lightweight spring is lovely to type or game on for extended sessions. Check out the sister switches Quicksand Gold (Tactile) and Sky Blue (Clicky)! specifica,https://cdn.shopify.com/s/files/1/1994/3097/products/CPG1511F01S48-RoseRed_1200x1200.jpg?v=1622226066,$3.99,True,10 switches,
271,33,Kono,https://kono.store/collections/switches/products/nightwalker-collection,Nightwalker Collection - Glow in the Dark Switches & Stabilizers,"From the minds of ULLIAM (Cyberspace, Blacklight) and Protozoa Studio comes the NIGHTWALKER COLLECTION. Fusing analogue glow in the dark plastics with industry standard Durock technology, NIGHTWALKER is peak Cyberpunk. NIGHTCALL - GID Silent Linear Switch Translucent Polycarbonate Blend Upper Housing Translucent Nylon ",https://cdn.shopify.com/s/files/1/1994/3097/products/switch-group-dark_1200x1200.jpg?v=1631730025,$8.49,True,,
